Year,County,Violent,Homicide,Rape,Robbery,AggAssault,Property,Burglary,VehicleTheft,Total
1993,Marin County,3,0,0,0,3,46,1,2,43
1993,Marin County,2,0,0,0,2,44,13,2,29
1993,Marin County,0,0,0,0,0,102,0,88,14
1993,Mariposa County,218,3,6,3,206,534,230,4,300
1993,Mariposa County,0,0,0,0,0,34,0,23,11
1993,Mendocino County,338,5,30,21,282,1138,618,12,508
1993,Mendocino County,48,0,3,3,42,353,88,13,252
1993,Mendocino County,65,0,11,15,39,1022,232,32,758
1993,Mendocino County,53,4,0,7,42,478,106,35,337
1993,Mendocino County,0,0,0,0,0,0,0,0,0
1993,Mendocino County,6,0,0,0,6,116,0,90,26
1993,Merced County,222,8,24,37,153,1929,825,1,1103
1993,Merced County,167,3,7,25,132,1245,407,99,739
1993,Merced County,97,0,3,4,90,277,94,22,161
1993,Merced County,13,0,0,2,11,160,31,10,119
1993,Merced County,54,0,2,5,47,273,124,63,86
1993,Merced County,297,0,4,19,274,1082,216,73,793
1993,Merced County,331,10,30,121,170,4428,1376,489,2563
1993,Merced County,1,0,0,0,1,0,0,0,0
1993,Merced County,1,0,0,0,1,35,1,0,34
1993,Merced County,0,0,0,0,0,4,1,0,3
1993,Merced County,0,0,0,0,0,342,0,298,44
1993,Modoc County,54,0,0,1,53,80,29,0,51
1993,Modoc County,4,0,0,0,4,74,23,5,46
1993,Modoc County,0,0,0,0,0,0,0,0,0
1993,Modoc County,0,0,0,0,0,7,0,5,2
1993,Mono County,19,1,3,1,14,129,40,1,88
1993,Mono County,26,0,1,2,23,393,77,16,300
1993,Mono County,0,0,0,0,0,6,0,6,0
1993,Monterey County,289,4,23,77,185,2981,1061,15,1905
1993,Monterey County,13,2,1,3,7,213,46,8,159
1993,Monterey County,9,0,0,0,9,70,24,7,39
1993,Monterey County,45,0,1,5,39,213,99,20,94
1993,Monterey County,32,0,1,4,27,309,97,7,205
1993,Monterey County,61,0,5,10,46,462,87,24,351
1993,Monterey County,262,0,12,61,189,1857,363,114,1380
1993,Monterey County,92,2,3,12,75,635,231,29,375
1993,Monterey County,1469,15,50,560,844,6955,1327,784,4844
1993,Monterey County,2,0,1,0,1,73,8,1,64
1993,Monterey County,351,6,9,121,215,1147,218,85,844
1993,Monterey County,32,1,0,15,16,289,77,29,183
1993,Monterey County,100,2,9,42,47,823,226,50,547
1993,Monterey County,0,0,0,0,0,24,1,5,18
1993,Monterey County,0,0,0,0,0,0,0,0,0
1993,Monterey County,2,0,0,0,2,183,11,0,172
1993,Monterey County,0,0,0,0,0,195,0,175,20
1993,Napa County,105,1,8,11,85,785,267,24,494
1993,Napa County,13,0,1,1,11,124,24,9,91
1993,Napa County,390,3,20,43,324,2970,491,211,2268
1993,Napa County,7,0,1,0,6,204,41,6,157
1993,Napa County,0,0,0,0,0,1,1,0,0
2011,San Luis Obispo County,60,0,2,0,58,11,0,0,11
1993,Napa County,25,0,0,8,17,129,48,12,69
1993,Napa County,10,0,1,1,8,37,9,1,27
1993,Napa County,0,0,0,0,0,64,0,41,23
1993,Nevada County,247,5,15,15,212,1750,552,3,1195
1993,Nevada County,66,0,2,7,57,457,79,24,354
1993,Nevada County,16,1,2,4,9,147,33,16,98
1993,Nevada County,0,0,0,0,0,1,0,0,1
1993,Nevada County,0,0,0,0,0,96,0,78,18
1993,Orange County,628,8,24,118,478,4057,1118,693,2246
1993,Orange County,1950,33,70,909,938,16694,3942,3607,9145
1993,Orange County,128,3,5,51,69,2052,309,222,1521
1993,Orange County,417,7,19,203,188,4043,994,949,2100
1993,Orange County,444,5,30,184,225,7143,1250,975,4918
1993,Orange County,149,1,7,57,84,2033,423,348,1262
1993,Orange County,60,1,2,16,41,646,140,128,378
1993,Orange County,151,3,3,88,57,2752,394,387,1971
1993,Orange County,623,2,36,260,325,7251,1385,1291,4575
1993,Orange County,917,13,33,430,441,8633,1759,1799,5075
1993,Orange County,877,3,38,174,662,8245,1984,1219,5042
1993,Orange County,191,0,5,22,164,1425,412,139,874
1993,Orange County,488,4,17,89,378,2132,452,329,1351
1993,Orange County,43,0,3,18,22,523,143,101,279
1993,Orange County,275,3,25,42,205,3415,1060,350,2005
1993,Orange County,556,3,30,234,289,5459,1444,982,3033
1993,Orange County,144,3,4,44,93,1330,309,248,773
1993,Orange County,143,3,10,31,99,1246,370,214,662
1993,Orange County,116,0,7,21,88,1032,331,105,596
1993,Orange County,3190,78,77,1886,1149,15881,2950,3958,8973
1993,Orange County,61,1,3,35,22,843,224,137,482
1993,Orange County,302,4,9,125,164,2043,636,371,1036
1993,Orange County,203,2,12,91,98,3118,677,337,2104
1993,Orange County,14,0,1,3,10,174,56,10,108
1993,Orange County,398,10,11,202,175,4727,1208,965,2554
1993,Orange County,89,0,5,20,64,1277,249,140,888
1993,Orange County,141,1,12,58,70,4397,990,450,2957
1993,Orange County,6,0,3,3,0,460,18,32,410
1993,Orange County,0,0,0,0,0,0,0,0,0
1993,Orange County,0,0,0,0,0,0,0,0,0
1993,Orange County,3,0,0,1,2,115,4,8,103
1993,Orange County,3,0,0,0,3,52,22,1,29
1993,Orange County,190,3,13,32,142,2446,687,220,1539
1993,Orange County,173,2,13,35,123,1327,372,129,826
1993,Orange County,111,0,8,18,85,1040,310,92,638
1993,Orange County,65,0,3,26,36,1081,220,99,762
1993,Orange County,165,0,6,37,122,1808,469,193,1146
1993,Orange County,4,0,0,1,3,14,1,0,13
1993,Orange County,13,0,2,3,8,794,104,35,655
1993,Orange County,0,0,0,0,0,19,2,2,15
1993,Orange County,25,0,0,0,25,29,0,23,6
1993,Placer County,377,7,27,38,305,3318,1238,31,2049
1993,Placer County,45,0,1,10,34,509,79,40,390
1993,Placer County,23,0,0,0,23,48,16,4,28
1993,Placer County,74,0,3,2,69,437,118,34,285
1993,Placer County,45,1,7,8,29,715,177,70,468
1993,Placer County,288,1,12,56,219,3110,754,442,1914
1993,Placer County,1,0,0,0,1,5,2,0,3
1993,Placer County,0,0,0,0,0,0,0,0,0
1993,Placer County,0,0,0,0,0,261,0,188,73
1993,Plumas County,60,2,6,5,47,1021,285,13,723
1993,Plumas County,0,0,0,0,0,3,1,0,2
1993,Plumas County,0,0,0,0,0,109,0,105,4
1993,Riverside County,3522,57,93,490,2882,18884,7247,3086,8551
1993,Riverside County,211,5,8,56,142,1317,406,199,712
1993,Riverside County,146,1,6,40,99,790,327,72,391
1993,Riverside County,183,0,7,27,149,1007,207,40,760
1993,Riverside County,47,0,1,13,33,339,87,21,231
1993,Riverside County,302,4,8,60,230,1666,724,150,792
1993,Riverside County,385,1,23,128,233,3379,1047,560,1772
1993,Riverside County,377,13,31,144,189,2829,691,467,1671
1993,Riverside County,151,1,4,29,117,1089,279,256,554
1993,Riverside County,504,7,18,155,324,3566,1189,502,1875
1993,Riverside County,421,5,17,129,270,1976,699,498,779
1993,Riverside County,3975,33,131,1287,2524,18172,4975,3562,9635
1993,Riverside County,129,1,7,20,101,713,350,99,264
1993,Riverside County,485,1,28,237,219,5985,1552,1334,3099
1993,Riverside County,10,0,0,3,7,191,75,7,109
1993,Riverside County,55,0,1,7,47,691,350,36,305
1993,Riverside County,198,4,4,43,147,2804,888,183,1733
1993,Riverside County,4,0,0,0,4,11,9,0,2
1993,Riverside County,0,0,0,0,0,0,0,0,0
1993,Riverside County,7,0,0,0,7,72,2,3,67
1993,Riverside County,430,8,19,61,342,1896,754,251,891
1993,Riverside County,480,2,10,106,362,2439,871,415,1153
1993,Riverside County,131,0,3,10,118,938,429,61,448
1993,Riverside County,1682,12,58,523,1089,8103,2220,1426,4457
1993,Riverside County,216,3,9,53,151,1676,406,320,950
1993,Riverside County,55,0,0,7,48,343,111,31,201
1993,Riverside County,34,0,1,4,29,257,81,47,129
1993,Riverside County,49,1,5,14,29,775,262,160,353
1993,Riverside County,28,0,2,7,19,569,96,62,411
1993,Riverside County,1,0,0,0,1,53,15,7,31
1993,Riverside County,7,0,0,0,7,54,0,48,6
1986,Sacramento County,9,0,2,0,7,385,44,17,324
1987,Sacramento County,10,0,0,6,4,443,45,53,345
1988,Sacramento County,4,0,3,0,1,370,37,49,284
1989,Sacramento County,5,0,1,2,2,346,37,64,245
1990,Sacramento County,8,0,1,2,5,334,46,49,239
1991,Sacramento County,2,0,0,1,1,371,27,47,297
1992,Sacramento County,1,0,0,0,1,409,30,62,317
1993,Sacramento County,6,0,0,2,4,474,62,43,369
1994,Sacramento County,5,0,2,1,2,502,29,56,417
1995,Sacramento County,7,0,2,4,1,340,37,34,269
1996,Sacramento County,7,0,2,2,3,321,23,31,267
1997,Sacramento County,13,0,4,1,8,347,30,28,289
1998,Sacramento County,7,0,3,0,4,549,35,61,453
1999,Sacramento County,8,1,1,3,3,414,40,25,349
2000,Sacramento County,9,0,2,1,6,412,55,40,317
1993,San Benito County,43,0,4,2,37,370,217,3,150
1993,San Benito County,203,0,1,21,181,1026,240,90,696
1993,San Benito County,0,0,0,0,0,0,0,0,0
1993,San Benito County,0,0,0,0,0,4,0,0,4
1993,San Benito County,0,0,0,0,0,15,0,13,2
1993,San Bernardino County,1680,59,111,372,1138,11804,4958,1760,5086
1993,San Bernardino County,209,3,22,43,141,1753,447,189,1117
1993,San Bernardino County,619,8,18,127,466,3416,798,685,1933
1993,San Bernardino County,454,6,15,172,261,2833,803,640,1390
1993,San Bernardino County,1390,14,79,433,864,5049,1612,1449,1988
1993,San Bernardino County,375,9,17,180,169,3133,555,705,1873
1993,San Bernardino County,72,2,5,9,56,428,121,16,291
1993,San Bernardino County,1573,19,66,642,846,9211,2469,1915,4827
1993,San Bernardino County,472,5,21,150,296,3211,975,616,1620
1993,San Bernardino County,1159,10,26,356,767,3978,2012,878,1088
1993,San Bernardino County,5566,82,129,1550,3805,16746,4740,3596,8410
1993,San Bernardino County,619,3,26,208,382,4937,1415,729,2793
1993,San Bernardino County,437,3,24,178,232,4121,1026,705,2390
1993,San Bernardino County,63,0,3,17,43,420,169,61,190
1993,San Bernardino County,4,0,0,0,4,300,58,24,218
1993,San Bernardino County,393,4,31,215,143,4998,1262,1008,2728
1993,San Bernardino County,12,0,0,0,12,131,114,0,17
1993,San Bernardino County,0,0,0,0,0,31,31,0,0
1993,San Bernardino County,41,0,1,8,32,690,235,36,419
1993,San Bernardino County,37,0,5,19,13,657,211,140,306
1993,San Bernardino County,65,1,2,30,32,1091,306,258,527
1993,San Bernardino County,347,4,14,138,191,2021,699,371,951
1993,San Bernardino County,127,1,11,28,87,738,325,55,358
1993,San Bernardino County,235,9,19,65,142,2403,800,406,1197
1993,San Bernardino County,352,7,16,66,263,2644,916,271,1457
1993,San Bernardino County,130,5,5,24,96,1702,628,179,895
1993,San Bernardino County,4,0,0,1,3,94,3,20,71
1993,San Bernardino County,118,1,7,31,79,1314,412,171,731
1993,San Bernardino County,88,1,9,18,60,760,284,81,395
1993,San Bernardino County,5,0,0,0,5,70,23,5,42
1993,San Bernardino County,4,0,0,0,4,53,0,42,11
1993,San Diego County,3767,48,164,886,2669,22688,7717,4314,10657
1993,San Diego County,356,5,22,96,233,3193,817,621,1755
1993,San Diego County,1083,14,37,459,573,9087,1895,2466,4726
1993,San Diego County,73,3,3,19,48,911,214,145,552
1993,San Diego County,833,8,42,243,540,6573,1368,889,4316
1993,San Diego County,730,8,26,215,481,7546,1490,1247,4809
1993,San Diego County,266,1,10,147,108,2728,679,555,1494
1993,San Diego County,850,7,31,327,485,4301,1002,1298,2001
1993,San Diego County,1499,18,66,446,969,7508,2007,1974,3527
1993,San Diego County,13463,133,396,4651,8283,71764,14583,19319,37862
1993,San Diego County,13,0,1,2,10,917,58,135,724
1993,San Diego County,4,0,0,0,4,390,35,5,350
1993,San Diego County,1,0,0,0,1,13,5,0,8
1993,San Diego County,0,0,0,0,0,0,0,0,0
1993,San Diego County,9,0,2,1,6,161,7,8,146
1993,San Diego County,0,0,0,0,0,26,1,2,23
1993,San Diego County,5,0,2,2,1,915,136,131,648
1993,San Diego County,2,0,1,0,1,90,13,6,71
1993,San Diego County,5,0,0,0,5,108,0,83,25
1993,San Francisco County,13365,129,361,8454,4421,56767,11153,11056,34558
1993,San Francisco County,12,0,2,4,6,448,56,81,311
1993,San Francisco County,67,0,0,59,8,241,2,1,238
1993,San Francisco County,0,0,0,0,0,7,1,0,6
1993,San Francisco County,1,0,0,1,0,52,4,1,47
1993,San Francisco County,1,0,0,0,1,787,84,5,698
1993,San Francisco County,89,0,1,26,62,206,24,14,168
1993,San Francisco County,1,0,0,0,1,88,0,77,11
1993,San Joaquin County,673,17,53,191,412,5873,2469,54,3350
1993,San Joaquin County,38,0,2,2,34,145,49,7,89
1993,San Joaquin County,630,2,29,73,526,3307,638,316,2353
1993,San Joaquin County,274,1,15,59,199,2972,501,469,2002
1993,San Joaquin County,35,0,0,7,28,326,66,47,213
1993,San Joaquin County,3500,45,157,1554,1744,21349,5362,3696,12291
1993,San Joaquin County,314,0,8,27,279,1990,362,195,1433
1993,San Joaquin County,4,0,0,0,4,14,5,0,9
1993,San Joaquin County,0,0,0,0,0,140,137,0,3
1993,San Joaquin County,5,0,0,1,4,79,16,1,62
1993,San Joaquin County,85,0,2,18,65,725,340,75,310
1993,San Joaquin County,1,0,0,0,1,44,3,1,40
1993,San Joaquin County,0,0,0,0,0,907,0,806,101
1993,San Luis Obispo County,269,0,19,14,236,1688,598,3,1087
1993,San Luis Obispo County,106,0,5,6,95,521,116,21,384
1993,San Luis Obispo County,56,0,9,5,42,405,119,31,255
1993,San Luis Obispo County,75,0,8,9,58,253,76,11,166
1993,San Luis Obispo County,167,0,16,10,141,830,286,55,489
1993,San Luis Obispo County,65,0,2,3,60,382,89,16,277
1993,San Luis Obispo County,239,0,11,32,196,1907,368,110,1429
1993,San Luis Obispo County,7,0,2,0,5,452,28,1,423
1993,San Luis Obispo County,81,0,11,13,57,882,269,39,574
1993,San Luis Obispo County,0,0,0,0,0,0,0,0,0
1993,San Luis Obispo County,1,0,0,0,1,16,0,0,16
1993,San Luis Obispo County,0,0,0,0,0,116,0,1,115
1993,San Luis Obispo County,1,0,0,0,1,38,0,4,34
2012,San Luis Obispo County,125,0,0,0,125,10,0,0,10
1993,San Luis Obispo County,1,0,0,0,1,142,0,102,40
1993,San Mateo County,210,5,27,93,85,3136,845,609,1682
1993,San Mateo County,47,0,3,7,37,203,54,8,141
1993,San Mateo County,42,0,3,10,29,683,107,54,522
1993,San Mateo County,13,0,0,2,11,126,28,17,81
1993,San Mateo County,76,1,4,23,48,1192,139,173,880
1993,San Mateo County,9,0,0,5,4,575,36,62,477
1993,San Mateo County,548,7,14,165,362,2938,361,645,1932
1993,San Mateo County,57,1,6,4,46,254,32,9,213
1993,San Mateo County,7,0,0,0,7,117,29,10,78
1993,San Mateo County,179,2,8,68,101,1268,298,83,887
1993,San Mateo County,61,1,4,27,29,532,97,66,369
1993,San Mateo County,246,2,10,21,213,894,166,97,631
1993,San Mateo County,495,3,15,106,371,2842,513,453,1876
1993,San Mateo County,115,0,8,55,52,1817,190,218,1409
1993,San Mateo County,58,1,1,24,32,793,153,54,586
1993,San Mateo County,389,3,22,119,245,3105,560,409,2136
1993,San Mateo County,212,2,5,78,127,2119,331,294,1494
1993,San Mateo County,2,0,1,1,0,66,13,11,42
1993,San Mateo County,55,1,1,17,36,701,111,64,526
1993,San Mateo County,6,0,1,5,0,160,0,24,136
1993,San Mateo County,0,0,0,0,0,0,0,0,0
1993,San Mateo County,1,0,0,0,1,67,0,0,67
1993,San Mateo County,609,4,11,194,400,1049,367,294,388
1993,San Mateo County,1,0,0,0,1,11,1,0,10
1993,San Mateo County,0,0,0,0,0,92,0,90,2
1993,Santa Barbara County,453,5,47,42,359,3633,1735,36,1862
1993,Santa Barbara County,39,0,2,7,30,116,41,10,65
1993,Santa Barbara County,195,1,13,48,133,1864,402,86,1376
1993,Santa Barbara County,671,5,44,159,463,4481,938,226,3317
1993,Santa Barbara County,494,1,35,164,294,4360,883,244,3233
1993,Santa Barbara County,66,0,4,7,55,348,126,19,203
1993,Santa Barbara County,0,0,0,0,0,0,0,0,0
1993,Santa Barbara County,20,0,0,4,16,127,47,5,75
1993,Santa Barbara County,1,0,0,1,0,54,20,0,34
1993,Santa Barbara County,11,0,0,0,11,86,25,4,57
1993,Santa Barbara County,2,0,0,0,2,799,87,10,702
1993,Santa Barbara County,0,0,0,0,0,1,0,0,1
1993,Santa Barbara County,3,0,0,0,3,192,0,146,46
1993,Santa Clara County,535,8,48,43,436,3246,763,196,2287
1993,Santa Clara County,147,0,17,44,86,1880,320,193,1367
1993,Santa Clara County,150,1,6,43,100,1666,421,97,1148
1993,Santa Clara County,267,2,9,40,216,1762,406,133,1223
1993,Santa Clara County,30,0,6,9,15,558,208,18,332
1993,Santa Clara County,4,0,0,0,4,83,44,4,35
1993,Santa Clara County,79,0,5,12,62,949,253,56,640
1993,Santa Clara County,184,0,18,62,104,2306,408,213,1685
1993,Santa Clara County,7,0,2,1,4,64,27,2,35
1993,Santa Clara County,129,1,10,19,99,1004,214,86,704
1993,Santa Clara County,272,2,10,77,183,3960,521,349,3090
1993,Santa Clara County,138,0,11,61,66,3271,487,188,2596
1993,Santa Clara County,5317,41,391,1186,3699,31426,6014,4014,21398
1993,Santa Clara County,459,3,28,83,345,5164,835,523,3806
1993,Santa Clara County,52,0,4,13,35,524,178,14,332
1993,Santa Clara County,300,3,21,106,170,4689,604,519,3566
1993,Santa Clara County,18,0,3,3,12,408,29,13,366
1993,Santa Clara County,0,0,0,0,0,4,1,0,3
1993,Santa Clara County,1,0,1,0,0,150,5,3,142
1993,Santa Clara County,0,0,0,0,0,132,53,5,74
2013,San Luis Obispo County,278,0,0,0,278,5,0,0,5
1993,Santa Clara County,0,0,0,0,0,2,0,1,1
1993,Santa Clara County,4,0,0,0,4,193,8,3,182
1993,Santa Clara County,78,0,3,18,57,90,2,7,81
1993,Santa Clara County,9,0,0,0,9,37,2,2,33
1993,Santa Clara County,0,0,0,0,0,61,0,51,10
1993,Santa Cruz County,605,5,32,75,493,3802,1175,12,2615
1993,Santa Cruz County,86,0,1,12,73,1213,80,28,1105
1993,Santa Cruz County,474,3,8,109,354,3737,724,220,2793
1993,Santa Cruz County,488,1,12,128,347,2327,399,199,1729
1993,Santa Cruz County,28,0,0,5,23,469,90,9,370
1993,Santa Cruz County,2,0,0,1,1,58,21,3,34
1993,Santa Cruz County,0,0,0,0,0,0,0,0,0
1993,Santa Cruz County,12,0,1,4,7,104,5,3,96
1993,Santa Cruz County,6,0,3,0,3,296,45,4,247
1993,Santa Cruz County,3,0,0,0,3,338,0,259,79
1993,Shasta County,224,3,27,23,171,1717,706,11,1000
1993,Shasta County,110,3,2,12,93,624,128,42,454
1993,Shasta County,463,6,62,114,281,4481,1073,342,3066
1993,Shasta County,0,0,0,0,0,1,1,0,0
1993,Shasta County,1,0,0,0,1,20,7,2,11
1993,Shasta County,0,0,0,0,0,252,0,211,41
1993,Sierra County,10,1,1,0,8,68,20,0,48
1993,Sierra County,0,0,0,0,0,0,0,0,0
1993,Sierra County,0,0,0,0,0,7,0,7,0
1993,Siskiyou County,56,0,2,2,52,613,197,11,405
1993,Siskiyou County,10,0,0,1,9,46,18,3,25
1993,Siskiyou County,5,0,0,0,5,7,3,3,1
1993,Siskiyou County,19,0,1,1,17,233,19,4,210
1993,Siskiyou County,6,0,3,3,0,119,26,0,93
1993,Siskiyou County,22,1,4,5,12,368,73,20,275
1993,Siskiyou County,9,0,1,0,8,19,9,0,10
1993,Siskiyou County,0,0,0,0,0,0,0,0,0
1993,Siskiyou County,0,0,0,0,0,33,0,33,0
1993,Solano County,138,4,13,18,103,620,333,3,284
1993,Solano County,71,0,8,21,42,999,313,81,605
1993,Solano County,46,1,3,14,28,606,93,50,463
1993,Solano County,801,10,46,188,557,4921,828,481,3612
1993,Solano County,3,0,0,0,3,190,87,18,85
1993,Solano County,106,1,15,35,55,891,288,100,503
1993,Solano County,362,1,20,75,266,3182,563,218,2401
1993,Solano County,1623,10,65,599,949,7655,1802,1150,4703
1993,Solano County,9,0,0,0,9,25,20,0,5
1993,Solano County,3,0,0,2,1,5,3,0,2
1993,Solano County,0,0,0,0,0,91,0,79,12
1993,Sonoma County,628,14,52,73,489,3852,1471,14,2367
1993,Sonoma County,17,0,1,0,16,212,38,12,162
1993,Sonoma County,51,0,0,5,46,333,66,13,254
1993,Sonoma County,30,0,3,6,21,559,134,26,399
1993,Sonoma County,371,1,12,16,342,1847,757,132,958
1993,Sonoma County,632,7,102,197,326,7064,1545,508,5011
1993,Sonoma County,34,0,1,5,28,331,61,28,242
1993,Sonoma County,44,0,1,8,35,477,120,13,344
1993,Sonoma County,239,2,28,28,181,1636,407,133,1096
1993,Sonoma County,5,0,1,2,2,133,16,4,113
1993,Sonoma County,2,0,0,0,2,0,0,0,0
1993,Sonoma County,0,0,0,0,0,31,6,0,25
1993,Sonoma County,2,0,0,1,1,167,5,1,161
1993,Sonoma County,1,0,0,0,1,26,13,0,13
1993,Sonoma County,3,0,0,1,2,204,12,4,188
1993,Sonoma County,55,0,4,5,46,602,131,24,447
1993,Sonoma County,5,0,1,0,4,48,10,2,36
1993,Sonoma County,0,0,0,0,0,563,0,412,151
1993,Stanislaus County,1615,7,69,129,1410,5095,2460,66,2569
1993,Stanislaus County,184,0,9,35,140,2052,455,294,1303
1993,Stanislaus County,1442,12,80,356,994,11487,2555,1593,7339
1993,Stanislaus County,18,1,0,2,15,173,48,10,115
1993,Stanislaus County,48,0,4,7,37,714,161,51,502
1993,Stanislaus County,59,0,3,6,50,494,121,46,327
1993,Stanislaus County,96,1,4,7,84,545,216,66,263
1993,Stanislaus County,395,2,24,68,301,3503,833,505,2165
1993,Stanislaus County,92,0,0,2,90,432,139,38,255
1993,Stanislaus County,7,0,0,0,7,86,26,6,54
1993,Stanislaus County,1,0,0,0,1,129,3,5,121
1993,Stanislaus County,0,0,0,0,0,3,2,0,1
1993,Stanislaus County,0,0,0,0,0,2,0,0,2
1993,Stanislaus County,0,0,0,0,0,5,2,0,3
1993,Stanislaus County,4,0,0,0,4,677,0,602,75
1993,Sutter County,237,0,13,8,216,1050,494,22,534
1993,Sutter County,210,2,23,44,141,2456,479,203,1774
1993,Sutter County,0,0,0,0,0,0,0,0,0
1993,Sutter County,0,0,0,0,0,70,0,69,1
1993,Tehama County,138,1,13,11,113,760,352,3,405
1993,Tehama County,174,0,6,9,159,474,113,35,326
1993,Tehama County,131,0,6,16,109,950,106,75,769
1993,Tehama County,0,0,0,0,0,1,0,0,1
1993,Tehama County,1,0,0,0,1,80,0,80,0
1993,Trinity County,37,2,4,0,31,402,224,0,178
1993,Trinity County,0,0,0,0,0,0,0,0,0
1993,Trinity County,0,0,0,0,0,34,0,34,0
1993,Tulare County,731,14,63,86,568,4360,1695,0,2665
1993,Tulare County,80,0,3,10,67,677,195,73,409
1993,Tulare County,33,1,2,0,30,421,82,32,307
1993,Tulare County,38,1,1,7,29,407,102,37,268
1993,Tulare County,126,2,7,12,105,668,179,80,409
1993,Tulare County,192,4,14,50,124,2328,461,304,1563
1993,Tulare County,335,3,16,75,241,1721,574,168,979
1993,Tulare County,664,3,24,167,470,5921,1126,616,4179
1993,Tulare County,20,0,1,1,18,229,54,25,150
1993,Tulare County,3,0,0,0,3,10,5,0,5
1993,Tulare County,2,0,1,0,1,57,22,3,32
1993,Tulare County,0,0,0,0,0,725,0,638,87
1993,Tuolumne County,73,4,8,8,53,1315,512,0,803
1993,Tuolumne County,51,0,5,5,41,342,108,23,211
1993,Tuolumne County,0,0,0,0,0,103,0,84,19
1993,Ventura County,334,6,25,33,270,1737,628,173,936
1993,Ventura County,154,0,13,41,100,1138,263,85,790
1993,Ventura County,87,1,7,5,74,338,124,32,182
1993,Ventura County,31,1,0,11,19,265,84,19,162
1993,Ventura County,1443,16,55,464,908,7188,1615,1148,4425
1993,Ventura County,112,3,3,35,71,533,159,72,302
1993,Ventura County,223,2,10,62,149,1365,517,103,745
1993,Ventura County,341,3,22,65,251,2885,649,344,1892
1993,Ventura County,395,9,29,139,218,4617,1271,367,2979
1993,Ventura County,255,0,16,54,185,2613,611,370,1632
1993,Ventura County,0,0,0,0,0,0,0,0,0
1993,Ventura County,1,0,0,0,1,35,3,0,32
1993,Ventura County,69,1,3,12,53,442,159,44,239
1993,Ventura County,3,0,1,0,2,173,0,0,173
2014,San Luis Obispo County,277,0,0,0,277,1,0,0,1
1993,Ventura County,0,0,0,0,0,0,0,0,0
1993,Ventura County,0,0,0,0,0,2,1,0,1
1993,Ventura County,3,0,0,0,3,38,0,19,19
1993,Yolo County,155,2,11,15,127,553,247,9,297
1993,Yolo County,67,1,14,22,30,2947,339,193,2415
1993,Yolo County,21,0,0,1,20,204,63,3,138
1993,Yolo County,247,2,29,32,184,1801,483,298,1020
1993,Yolo County,278,5,19,102,152,2654,791,405,1458
1993,Yolo County,0,0,0,0,0,5,2,0,3
1993,Yolo County,0,0,0,0,0,0,0,0,0
1993,Yolo County,11,0,3,1,7,1602,178,29,1395
1993,Yolo County,2,0,0,0,2,27,2,11,14
1993,Yolo County,0,0,0,0,0,84,0,67,17
1993,Yuba County,518,1,22,30,465,2121,793,14,1314
1993,Yuba County,163,2,8,33,120,963,160,118,685
1993,Yuba County,3,0,0,1,2,44,20,5,19
1993,Yuba County,0,0,0,0,0,0,0,0,0
1993,Yuba County,0,0,0,0,0,2,0,0,2
1993,Yuba County,0,0,0,0,0,175,0,172,3
1994,Alameda County,1502,9,39,222,1232,4067,982,747,2338
1994,Alameda County,469,0,27,238,204,4401,656,469,3276
1994,Alameda County,101,0,2,45,54,656,134,115,407
1994,Alameda County,1394,8,36,745,605,9878,1740,1140,6998
1994,Alameda County,141,2,4,68,67,1090,164,135,791
1994,Alameda County,1155,6,42,192,915,7391,1731,943,4717
1994,Alameda County,1496,12,64,352,1068,7590,1362,1351,4877
1994,Alameda County,207,1,15,47,144,2844,721,243,1880
1994,Alameda County,247,0,11,63,173,2730,420,278,2032
1994,Alameda County,8330,140,323,3877,3990,32043,7026,7217,17800
1994,Alameda County,19,0,1,11,7,343,80,34,229
1994,Alameda County,69,0,5,20,44,2074,337,156,1581
1994,Alameda County,569,4,25,325,215,5072,867,732,3473
1994,Alameda County,296,3,15,145,133,2877,594,310,1973
1994,Alameda County,7,1,0,4,2,129,17,5,107
1994,Alameda County,7,0,4,2,1,154,13,16,125
1994,Alameda County,138,0,0,115,23,1932,10,262,1660
1994,Alameda County,0,0,0,0,0,42,0,0,42
1994,Alameda County,10,0,0,0,10,231,211,0,20
1994,Alameda County,69,1,3,14,51,743,116,66,561
1994,Alameda County,1,0,0,1,0,31,1,0,30
1994,Alameda County,0,0,0,0,0,25,14,0,11
1994,Alameda County,43,0,1,31,11,1416,61,42,1313
1994,Alameda County,7,0,0,1,6,136,21,9,106
1994,Alameda County,1,0,0,0,1,92,0,75,17
1994,Alpine County,9,0,0,0,9,196,14,0,182
1994,Alpine County,0,0,0,0,0,6,0,6,0
1994,Amador County,41,0,2,2,37,428,178,7,243
1994,Amador County,23,0,0,2,21,29,10,0,19
1994,Amador County,7,0,1,0,6,181,68,8,105
1994,Amador County,5,0,0,1,4,94,13,3,78
1994,Amador County,0,0,0,0,0,0,0,0,0
1994,Amador County,0,0,0,0,0,32,0,30,2
1994,Butte County,428,6,49,46,327,3165,1378,16,1771
1994,Butte County,8,0,0,0,8,92,32,4,56
1994,Butte County,257,0,23,58,176,2963,584,206,2173
1994,Butte County,33,0,1,2,30,363,83,13,267
1994,Butte County,104,0,7,33,64,1085,300,143,642
1994,Butte County,95,0,2,9,84,872,175,38,659
1994,Butte County,1,0,0,0,1,2,1,0,1
1994,Butte County,1,0,0,0,1,71,5,3,63
1994,Butte County,0,0,0,0,0,12,2,0,10
