Year,County,Violent,Homicide,Rape,Robbery,AggAssault,Property,Burglary,VehicleTheft,Total
1985,San Diego County,0,0,0,0,0,0,0,0,0
1985,San Diego County,0,0,0,0,0,2,1,0,1
1985,San Diego County,0,0,0,0,0,29,9,1,19
1985,San Diego County,0,0,0,0,0,0,0,0,0
1985,San Diego County,8,0,5,1,2,152,5,1,146
1985,San Diego County,5,0,1,1,3,789,48,31,710
1985,San Diego County,0,0,0,0,0,77,23,3,51
1985,San Diego County,7,0,0,0,7,124,0,97,27
1985,San Francisco County,43,0,0,0,43,0,0,0,0
1985,San Francisco County,9502,85,512,5111,3794,49088,11757,5934,31397
1985,San Francisco County,3,0,0,3,0,448,34,27,387
1985,San Francisco County,27,0,1,21,5,155,3,4,148
1985,San Francisco County,0,0,0,0,0,0,0,0,0
1985,San Francisco County,23,0,0,0,23,21,6,0,15
1985,San Francisco County,0,0,0,0,0,9,6,0,3
1985,San Francisco County,8,0,1,2,5,466,20,7,439
1985,San Francisco County,61,0,1,16,44,195,31,6,158
1985,San Francisco County,0,0,0,0,0,13,0,13,0
1985,San Joaquin County,462,23,30,141,268,6663,2903,0,3760
1985,San Joaquin County,14,0,0,2,12,92,28,5,59
1985,San Joaquin County,200,0,9,46,145,2989,649,125,2215
1985,San Joaquin County,99,1,10,30,58,2381,692,113,1576
1985,San Joaquin County,14,0,1,2,11,257,96,10,151
1985,San Joaquin County,1561,27,91,705,738,17828,4963,1096,11769
1985,San Joaquin County,49,1,2,15,31,1277,227,65,985
1985,San Joaquin County,1,0,0,0,1,38,8,0,30
1985,San Joaquin County,5,0,0,0,5,7,0,0,7
1985,San Joaquin County,1,0,0,0,1,33,22,1,10
1985,San Joaquin County,23,0,0,1,22,48,15,2,31
1985,San Joaquin County,12,0,3,4,5,30,10,2,18
1985,San Joaquin County,6,0,0,0,6,461,0,393,68
1985,San Luis Obispo County,144,6,23,17,98,1640,715,4,921
1985,San Luis Obispo County,31,2,3,6,20,711,115,21,575
1985,San Luis Obispo County,39,0,0,5,34,341,128,28,185
1985,San Luis Obispo County,24,0,6,6,12,268,71,19,178
1985,San Luis Obispo County,111,1,3,6,101,775,282,67,426
1985,San Luis Obispo County,49,0,6,6,37,356,68,21,267
1985,San Luis Obispo County,87,0,7,22,58,1968,515,104,1349
1985,San Luis Obispo County,1,0,1,0,0,454,73,5,376
1985,San Luis Obispo County,41,0,3,8,30,576,161,38,377
1985,San Luis Obispo County,1,0,0,0,1,9,5,0,4
1985,San Luis Obispo County,0,0,0,0,0,23,4,1,18
1985,San Luis Obispo County,4,0,2,0,2,186,4,1,181
1985,San Luis Obispo County,2,0,0,0,2,22,0,13,9
1985,San Luis Obispo County,0,0,0,0,0,145,0,113,32
1985,San Mateo County,513,9,33,125,346,4012,863,526,2623
1985,San Mateo County,15,0,0,5,10,225,52,21,152
1985,San Mateo County,35,0,3,9,23,688,181,52,455
1985,San Mateo County,18,0,1,2,15,173,45,26,102
1985,San Mateo County,45,0,2,16,27,1100,194,98,808
1985,San Mateo County,36,0,0,5,31,387,26,29,332
1985,San Mateo County,254,2,17,139,96,2764,652,303,1809
1985,San Mateo County,27,0,3,3,21,244,61,11,172
1985,San Mateo County,8,0,0,0,8,126,29,12,85
1985,San Mateo County,157,1,16,43,97,1468,379,67,1022
1985,San Mateo County,37,1,2,21,13,567,119,48,400
1985,San Mateo County,75,1,5,15,54,841,209,63,569
1985,San Mateo County,210,4,14,85,107,2631,672,241,1718
1985,San Mateo County,129,4,8,26,91,1306,249,114,943
1985,San Mateo County,28,0,1,9,18,799,167,48,584
1985,San Mateo County,499,2,19,131,347,4417,851,241,3325
1985,San Mateo County,101,3,17,32,49,1954,424,194,1336
1985,San Mateo County,23,1,0,6,16,163,39,13,111
1985,San Mateo County,31,0,6,8,17,783,185,45,553
1985,San Mateo County,7,0,0,4,3,186,0,37,149
1985,San Mateo County,30,0,0,0,30,14,4,0,10
1985,San Mateo County,1,0,0,0,1,55,0,0,55
1985,San Mateo County,203,8,7,68,120,815,314,60,441
1985,San Mateo County,1,0,0,0,1,15,2,1,12
1985,San Mateo County,1,0,0,0,1,17,0,12,5
1985,Santa Barbara County,343,7,37,44,255,4711,1071,33,3607
1985,Santa Barbara County,36,1,1,4,30,140,45,17,78
1985,Santa Barbara County,129,2,12,38,77,1470,323,58,1089
1985,Santa Barbara County,360,7,37,132,184,4372,1118,362,2892
1985,Santa Barbara County,223,1,20,53,149,3405,897,188,2320
1985,Santa Barbara County,48,0,3,11,34,382,95,18,269
1985,Santa Barbara County,0,0,0,0,0,2,1,0,1
1985,Santa Barbara County,3,0,0,1,2,66,7,1,58
1985,Santa Barbara County,0,0,0,0,0,1,0,0,1
1985,Santa Barbara County,3,0,0,1,2,66,20,0,46
1985,Santa Barbara County,5,0,1,0,4,669,58,16,595
1985,Santa Barbara County,0,0,0,0,0,0,0,0,0
1985,Santa Barbara County,0,0,0,0,0,284,0,198,86
1985,Santa Clara County,399,8,34,60,297,3420,1216,66,2138
1985,Santa Clara County,194,2,13,56,123,1899,387,137,1375
1985,Santa Clara County,119,1,19,48,51,1794,384,83,1327
1985,Santa Clara County,107,0,3,40,64,1601,388,81,1132
1985,Santa Clara County,64,0,4,17,43,683,285,23,375
1985,Santa Clara County,7,1,1,2,3,100,43,9,48
1985,Santa Clara County,87,0,7,33,47,1457,286,110,1061
1985,Santa Clara County,250,4,20,56,170,2315,643,142,1530
1985,Santa Clara County,3,0,0,0,3,57,27,0,30
1985,Santa Clara County,67,1,3,15,48,857,214,43,600
1985,Santa Clara County,200,3,22,94,81,3636,624,176,2836
1985,Santa Clara County,164,2,12,74,76,3666,757,190,2719
1985,Santa Clara County,3470,55,415,1237,1763,36754,9359,3064,24331
1985,Santa Clara County,278,4,35,96,143,5129,1058,391,3680
1985,Santa Clara County,41,0,4,8,29,660,201,27,432
1985,Santa Clara County,224,5,29,83,107,3780,809,261,2710
1985,Santa Clara County,21,0,4,1,16,542,25,4,513
1985,Santa Clara County,11,0,0,0,11,29,3,0,26
1985,Santa Clara County,3,0,0,0,3,84,2,0,82
1985,Santa Clara County,1,0,1,0,0,127,0,1,126
1987,Santa Clara County,2,0,1,0,1,57,10,0,47
1985,Santa Clara County,0,0,0,0,0,20,18,0,2
1985,Santa Clara County,0,0,0,0,0,100,13,1,86
1985,Santa Clara County,4,0,0,0,4,56,24,4,28
1985,Santa Clara County,0,0,0,0,0,190,0,190,0
1985,Santa Cruz County,267,8,38,64,157,3621,1610,12,1999
1985,Santa Cruz County,82,0,4,22,56,998,291,33,674
1985,Santa Cruz County,306,8,24,109,165,5529,1345,265,3919
1985,Santa Cruz County,393,0,11,93,289,3029,683,175,2171
1985,Santa Cruz County,21,0,3,6,12,502,142,27,333
1985,Santa Cruz County,2,0,0,1,1,57,22,1,34
1985,Santa Cruz County,0,0,0,0,0,0,0,0,0
1985,Santa Cruz County,4,0,0,2,2,79,3,1,75
1985,Santa Cruz County,3,0,0,0,3,56,5,2,49
1985,Santa Cruz County,7,0,1,3,3,290,75,7,208
1985,Santa Cruz County,0,0,0,0,0,289,0,253,36
1985,Shasta County,209,4,37,17,151,2453,1064,116,1273
1985,Shasta County,42,1,0,7,34,560,155,21,384
1985,Shasta County,275,8,30,60,177,3253,1081,164,2008
1985,Shasta County,1,0,0,0,1,2,0,0,2
1985,Shasta County,0,0,0,0,0,42,2,0,40
1985,Shasta County,5,0,0,2,3,26,9,2,15
1985,Shasta County,0,0,0,0,0,44,0,13,31
1985,Sierra County,53,4,1,2,46,90,41,6,43
1985,Sierra County,0,0,0,0,0,0,0,0,0
1985,Sierra County,0,0,0,0,0,0,0,0,0
1985,Siskiyou County,48,2,3,7,36,569,235,1,333
1985,Siskiyou County,0,0,0,0,0,29,9,2,18
1985,Siskiyou County,11,0,1,1,9,117,40,8,69
1985,Siskiyou County,4,0,0,0,4,7,3,1,3
1985,Siskiyou County,4,0,0,0,4,17,8,0,9
1985,Siskiyou County,16,0,0,1,15,226,21,11,194
1985,Siskiyou County,7,1,0,3,3,31,7,1,23
1985,Siskiyou County,4,0,1,0,3,95,32,6,57
1985,Siskiyou County,68,0,2,3,63,521,92,22,407
1985,Siskiyou County,1,0,0,0,1,38,10,2,26
1985,Siskiyou County,1,0,0,0,1,8,2,0,6
1985,Siskiyou County,0,0,0,0,0,31,0,29,2
1985,Solano County,162,2,14,15,131,613,307,2,304
1985,Solano County,37,0,4,10,23,835,215,43,577
1985,Solano County,34,0,0,2,32,403,132,28,243
1985,Solano County,264,3,25,74,162,3676,749,166,2761
1985,Solano County,4,0,0,0,4,100,40,4,56
1985,Solano County,76,1,8,22,45,674,221,37,416
1985,Solano County,124,0,20,40,64,1701,391,89,1221
1985,Solano County,623,6,27,276,314,5801,2147,415,3239
1985,Solano County,0,0,0,0,0,3,1,0,2
1985,Solano County,1,0,0,0,1,20,0,0,20
1985,Solano County,0,0,0,0,0,1,0,0,1
1985,Solano County,0,0,0,0,0,56,0,56,0
1985,Sonoma County,318,4,42,63,209,4298,2001,3,2294
1985,Sonoma County,6,0,0,1,5,189,57,11,121
1985,Sonoma County,80,0,5,5,70,407,160,10,237
1985,Sonoma County,42,1,1,6,34,382,83,15,284
1985,Sonoma County,226,3,5,12,206,1594,423,56,1115
1985,Sonoma County,356,5,32,116,203,6049,1815,355,3879
1985,Sonoma County,12,0,0,4,8,365,96,14,255
1985,Sonoma County,43,1,4,2,36,396,103,20,273
1985,Sonoma County,113,0,8,21,84,1836,596,74,1166
1985,Sonoma County,1,0,0,0,1,110,11,3,96
1985,Sonoma County,3,0,0,0,3,4,0,0,4
1985,Sonoma County,0,0,0,0,0,25,3,0,22
1985,Sonoma County,3,0,0,0,3,67,14,2,51
1985,Sonoma County,1,0,1,0,0,51,24,0,27
1985,Sonoma County,2,0,0,0,2,26,3,6,17
1985,Sonoma County,0,0,0,0,0,430,0,307,123
1985,Stanislaus County,646,6,52,109,479,4654,2024,16,2614
1985,Stanislaus County,55,0,3,16,36,1676,329,59,1288
1985,Stanislaus County,557,5,56,200,296,9234,2117,540,6577
1985,Stanislaus County,14,0,0,1,13,157,43,4,110
1985,Stanislaus County,97,1,3,5,88,618,150,37,431
1985,Stanislaus County,19,0,0,2,17,312,126,11,175
1985,Stanislaus County,22,1,3,1,17,339,114,14,211
1985,Stanislaus County,118,2,10,27,79,2236,649,108,1479
1985,Stanislaus County,5,0,0,0,5,216,82,16,118
1985,Stanislaus County,35,1,1,3,30,123,27,7,89
1985,Stanislaus County,7,0,0,0,7,159,15,3,141
1985,Stanislaus County,3,0,0,0,3,7,1,0,6
1985,Stanislaus County,1,0,0,0,1,4,2,0,2
1985,Stanislaus County,0,0,0,0,0,1,1,0,0
1985,Stanislaus County,0,0,0,0,0,1,0,0,1
1985,Stanislaus County,1,0,0,0,1,276,0,275,1
1985,Sutter County,80,2,3,7,68,1254,521,13,720
1985,Sutter County,79,3,4,23,49,1851,538,67,1246
1985,Sutter County,0,0,0,0,0,74,0,67,7
1985,Tehama County,83,4,7,10,62,801,333,31,437
1985,Tehama County,37,0,2,8,27,401,114,22,265
1985,Tehama County,108,1,3,6,98,998,174,27,797
1985,Tehama County,0,0,0,0,0,2,0,0,2
1985,Tehama County,0,0,0,0,0,3,0,3,0
1985,Trinity County,49,2,2,3,42,349,119,0,230
1985,Trinity County,0,0,0,0,0,0,0,0,0
1985,Trinity County,0,0,0,0,0,22,0,21,1
1985,Tulare County,646,14,46,91,495,4699,1952,0,2747
1985,Tulare County,24,0,0,4,20,624,166,23,435
1985,Tulare County,57,0,0,6,51,344,79,12,253
1985,Tulare County,110,0,6,16,88,561,245,7,309
1985,Tulare County,53,0,0,3,50,462,109,22,331
1985,Tulare County,187,4,7,57,119,2376,806,104,1466
1985,Tulare County,145,1,22,37,85,1062,584,76,402
1985,Tulare County,260,6,16,92,146,4520,1331,176,3013
1985,Tulare County,13,0,0,2,11,193,57,10,126
1985,Tulare County,1,0,0,0,1,1,0,0,1
1985,Tulare County,2,0,0,0,2,8,5,0,3
1985,Tulare County,0,0,0,0,0,78,10,0,68
1985,Tulare County,0,0,0,0,0,345,0,328,17
1985,Tuolumne County,271,1,10,7,253,979,418,2,559
1985,Tuolumne County,11,0,2,1,8,341,57,10,274
1985,Tuolumne County,0,0,0,0,0,10,3,0,7
1985,Tuolumne County,0,0,0,0,0,45,0,45,0
1985,Ventura County,174,8,15,30,121,1704,731,142,831
1985,Ventura County,37,0,1,15,21,924,229,64,631
1985,Ventura County,41,0,0,6,35,259,94,18,147
1985,Ventura County,10,0,3,1,6,271,82,17,172
1985,Ventura County,718,7,67,319,325,7054,2173,570,4311
1985,Ventura County,61,0,2,31,28,633,182,48,403
1985,Ventura County,171,0,3,41,127,987,261,57,669
1985,Ventura County,127,1,17,39,70,3027,974,234,1819
1985,Ventura County,419,1,30,120,268,4292,1159,299,2834
1985,Ventura County,114,3,22,42,47,2522,879,248,1395
1985,Ventura County,1,0,0,0,1,0,0,0,0
1985,Ventura County,7,0,3,2,2,49,5,0,44
1985,Ventura County,27,0,2,5,20,284,95,19,170
1985,Ventura County,17,0,1,6,10,189,14,0,175
1988,Santa Clara County,5,0,2,0,3,67,16,0,51
1985,Ventura County,0,0,0,0,0,1,0,0,1
1985,Ventura County,5,0,0,0,5,42,0,22,20
1985,Yolo County,437,7,26,107,297,2620,1363,21,1236
1985,Yolo County,129,0,6,16,107,2477,429,102,1946
1985,Yolo County,43,0,0,1,42,123,44,2,77
1985,Yolo County,161,0,12,32,117,1861,558,88,1215
1985,Yolo County,3,0,0,0,3,2,1,0,1
1985,Yolo County,6,1,2,2,1,904,49,14,841
1985,Yolo County,0,0,0,0,0,4,0,0,4
1985,Yolo County,1,0,0,0,1,323,0,251,72
1985,Yuba County,397,3,14,23,357,2374,865,9,1500
1985,Yuba County,192,2,7,36,147,1099,250,88,761
1985,Yuba County,11,0,0,0,11,61,11,3,47
1985,Yuba County,2,0,0,0,2,1,0,0,1
1985,Yuba County,0,0,0,0,0,1,1,0,0
1985,Yuba County,0,0,0,0,0,183,0,171,12
1986,Alameda County,400,8,24,184,184,2796,1113,284,1399
1986,Alameda County,423,1,31,198,193,4301,870,246,3185
1986,Alameda County,141,1,5,53,82,656,182,58,416
1986,Alameda County,1279,13,55,717,494,11988,2977,900,8111
1986,Alameda County,127,1,3,70,53,891,196,103,592
1986,Alameda County,730,5,29,101,595,5714,1514,396,3804
1986,Alameda County,779,5,34,253,487,6578,1529,485,4564
1986,Alameda County,275,2,20,32,221,2155,581,132,1442
1986,Alameda County,221,0,10,43,168,2100,412,98,1590
1986,Alameda County,6985,129,538,3787,2531,38962,12231,4059,22672
1986,Alameda County,32,0,0,20,12,310,86,16,208
1986,Alameda County,84,0,7,25,52,1624,377,89,1158
1986,Alameda County,437,1,24,271,141,4845,928,321,3596
1986,Alameda County,261,3,20,110,128,2528,797,169,1562
1986,Alameda County,15,3,3,3,6,102,14,3,85
1986,Alameda County,0,0,0,0,0,129,13,13,103
1986,Alameda County,91,0,3,62,26,1585,9,320,1256
1986,Alameda County,0,0,0,0,0,98,2,0,96
1986,Alameda County,1,0,0,0,1,55,1,2,52
1986,Alameda County,0,0,0,0,0,5,1,0,4
1986,Alameda County,18,0,0,0,18,169,139,3,27
1986,Alameda County,32,2,1,12,17,690,169,73,448
1986,Alameda County,1,0,0,0,1,11,0,1,10
1986,Alameda County,0,0,0,0,0,40,31,1,8
1986,Alameda County,76,0,12,29,35,1672,192,72,1408
1986,Alameda County,14,0,1,1,12,117,28,6,83
1986,Alameda County,73,0,0,0,73,46,0,46,0
1986,Alpine County,23,1,1,0,21,207,36,4,167
1986,Alpine County,0,0,0,0,0,2,0,2,0
1986,Amador County,24,1,0,0,23,339,155,1,183
1986,Amador County,7,0,0,1,6,65,25,3,37
1986,Amador County,2,0,0,0,2,227,35,9,183
1986,Amador County,4,0,0,0,4,79,23,6,50
1986,Amador County,0,0,0,0,0,0,0,0,0
1986,Amador County,0,0,0,0,0,14,0,14,0
1986,Butte County,258,5,29,31,193,3254,1325,12,1917
1986,Butte County,6,0,0,0,6,66,26,1,39
1986,Butte County,319,1,27,36,255,3052,648,178,2226
1986,Butte County,91,0,1,3,87,379,101,22,256
1986,Butte County,120,1,9,16,94,1182,400,85,697
1986,Butte County,34,0,5,1,28,602,261,31,310
1986,Butte County,1,0,0,0,1,3,0,0,3
1986,Butte County,3,0,0,0,3,39,10,4,25
1986,Butte County,9,0,2,0,7,465,40,11,414
1986,Butte County,3,0,0,0,3,22,10,2,10
1986,Butte County,0,0,0,0,0,228,0,202,26
1986,Calaveras County,283,3,4,6,270,930,541,13,376
1986,Calaveras County,59,0,1,1,57,129,38,5,86
1986,Calaveras County,0,0,0,0,0,0,0,0,0
1986,Calaveras County,0,0,0,0,0,10,1,0,9
1986,Calaveras County,0,0,0,0,0,32,0,32,0
1986,Colusa County,22,1,1,0,20,322,111,21,190
1986,Colusa County,7,1,0,0,6,210,82,14,114
1986,Colusa County,12,1,1,1,9,73,24,3,46
1986,Colusa County,0,0,0,0,0,0,0,0,0
1986,Colusa County,0,0,0,0,0,1,0,1,0
1986,Contra Costa County,538,12,56,153,317,5698,2352,3,3343
1986,Contra Costa County,299,4,17,92,186,3458,937,248,2273
1986,Contra Costa County,28,1,0,5,22,280,70,13,197
1986,Contra Costa County,3,0,0,3,0,107,32,5,70
1986,Contra Costa County,463,6,26,95,336,6262,1413,504,4345
1986,Contra Costa County,146,0,4,121,21,1657,469,110,1078
1986,Contra Costa County,40,0,1,6,33,245,120,20,105
1986,Contra Costa County,96,0,1,26,69,916,224,80,612
1986,Contra Costa County,543,6,19,188,330,2213,1022,184,1007
1986,Contra Costa County,81,0,5,39,37,1645,406,95,1144
1986,Contra Costa County,2056,21,81,735,1219,7195,2652,772,3771
1986,Contra Costa County,559,0,21,194,344,2857,784,224,1849
1986,Contra Costa County,170,3,15,37,115,2951,581,191,2179
1986,Contra Costa County,3,0,0,3,0,112,40,6,66
1986,Contra Costa County,64,0,5,14,45,1329,458,112,759
1986,Contra Costa County,28,0,1,13,14,668,206,24,438
1986,Contra Costa County,7,0,1,1,5,232,56,9,167
1986,Contra Costa County,7,0,3,2,2,98,15,2,81
1986,Contra Costa County,45,0,0,33,12,743,2,168,573
1986,Contra Costa County,5,0,0,0,5,29,5,0,24
1986,Contra Costa County,2,0,0,0,2,12,7,0,5
1986,Contra Costa County,8,0,0,4,4,213,26,6,181
1986,Contra Costa County,24,0,3,12,9,773,173,34,566
1986,Contra Costa County,18,0,2,9,7,844,153,38,653
1986,Contra Costa County,1,0,0,0,1,19,0,0,19
1986,Contra Costa County,5,0,1,4,0,169,46,6,117
1986,Contra Costa County,2,0,0,1,1,22,10,2,10
1986,Contra Costa County,0,0,0,0,0,545,0,492,53
1986,Del Norte County,95,1,5,1,88,533,255,1,277
1986,Del Norte County,40,0,2,3,35,327,108,20,199
1986,Del Norte County,1,0,0,0,1,24,0,18,6
1986,El Dorado County,299,8,22,17,252,2346,1221,11,1114
1986,El Dorado County,87,1,4,3,79,547,131,38,378
1986,El Dorado County,134,0,14,49,71,1586,529,83,974
1986,El Dorado County,0,0,0,0,0,0,0,0,0
1986,El Dorado County,1,0,0,0,1,6,4,0,2
1986,El Dorado County,1,0,0,0,1,141,0,114,27
2005,Fresno County,1,0,0,1,0,332,0,305,27
2006,Fresno County,3,0,0,0,3,381,0,344,37
2007,Fresno County,0,0,0,0,0,228,0,214,14
2008,Fresno County,0,0,0,0,0,224,0,211,13
2009,Fresno County,3,0,0,0,3,247,0,205,42
2010,Fresno County,1,0,0,0,1,217,1,193,23
2011,Fresno County,3,0,0,0,3,194,2,160,32
2012,Fresno County,2,0,0,1,1,212,0,187,25
2013,Fresno County,0,0,0,0,0,242,0,211,31
2014,Fresno County,0,0,0,0,0,148,0,134,14
2015,Fresno County,0,0,0,0,0,212,0,191,21
1985,Fresno County,144,1,17,38,88,2337,670,141,1526
1986,Fresno County,159,2,14,44,99,2794,855,184,1755
1987,Fresno County,141,3,13,28,97,2605,709,197,1699
1988,Fresno County,155,1,13,43,98,2840,697,249,1894
1989,Fresno County,151,2,13,32,104,2882,633,266,1983
1990,Fresno County,223,0,24,49,150,3125,678,304,2143
1991,Fresno County,220,1,27,63,129,3207,580,392,2235
1992,Fresno County,231,0,15,72,144,3273,768,454,2051
1993,Fresno County,244,2,17,69,156,2924,718,362,1844
1986,Glenn County,65,0,0,1,64,198,137,3,58
1986,Glenn County,10,0,0,1,9,328,113,16,199
1986,Glenn County,43,0,2,2,39,399,89,13,297
1986,Glenn County,0,0,0,0,0,0,0,0,0
1986,Glenn County,0,0,0,0,0,19,0,19,0
1986,Humboldt County,279,5,23,27,224,1709,725,53,931
1986,Humboldt County,28,1,5,3,19,777,198,31,548
1986,Humboldt County,328,1,11,44,272,2842,951,120,1771
1986,Humboldt County,2,0,0,0,2,43,10,0,33
1986,Humboldt County,101,0,1,0,100,447,112,14,321
1986,Humboldt County,20,0,0,0,20,77,26,4,47
1986,Humboldt County,1,0,1,0,0,259,20,2,237
1986,Humboldt County,0,0,0,0,0,0,0,0,0
1986,Humboldt County,1,0,0,0,1,46,5,0,41
1986,Humboldt County,0,0,0,0,0,47,5,1,41
1986,Humboldt County,0,0,0,0,0,72,0,72,0
1986,Imperial County,206,7,15,30,154,1426,591,25,810
1986,Imperial County,236,4,6,63,163,1519,574,75,870
1986,Imperial County,104,0,3,34,67,1704,417,217,1070
1986,Imperial County,155,3,9,64,79,3119,844,153,2122
1986,Imperial County,9,0,0,0,9,200,71,4,125
1986,Imperial County,4,0,0,0,4,233,55,8,170
1986,Imperial County,8,0,0,0,8,60,25,3,32
1986,Imperial County,0,0,0,0,0,0,0,0,0
1986,Imperial County,1,0,0,0,1,10,0,0,10
1986,Imperial County,0,0,0,0,0,5,2,0,3
1986,Imperial County,0,0,0,0,0,113,0,97,16
1986,Inyo County,76,1,2,6,67,329,117,2,210
1986,Inyo County,17,0,0,1,16,179,15,9,155
1986,Inyo County,0,0,0,0,0,0,0,0,0
1986,Inyo County,0,0,0,0,0,16,0,16,0
1986,Kern County,2171,24,149,516,1482,15269,5307,951,9011
1986,Kern County,101,2,0,16,83,434,153,35,246
1986,Kern County,1629,22,93,732,782,13005,4453,1063,7489
1986,Kern County,185,4,19,46,116,1017,268,64,685
1986,Kern County,15,1,3,0,11,41,10,0,31
1986,Kern County,37,0,2,4,31,162,77,11,74
1986,Kern County,101,0,8,7,86,789,223,69,497
1986,Kern County,53,0,4,5,44,459,159,40,260
1986,Kern County,79,1,0,4,74,452,130,27,295
1986,Kern County,15,0,0,0,15,201,32,7,162
1986,Kern County,17,0,4,1,12,128,46,5,77
1986,Kern County,29,0,0,0,29,231,59,5,167
1986,Kern County,0,0,0,0,0,3,3,0,0
1986,Kern County,1,0,0,0,1,17,4,2,11
1986,Kern County,2,0,0,0,2,10,5,0,5
1986,Kern County,6,0,0,0,6,23,13,1,9
1986,Kern County,0,0,0,0,0,51,10,0,41
1986,Kern County,0,0,0,0,0,18,0,0,18
1986,Kern County,10,0,0,0,10,210,0,157,53
1986,Kings County,303,2,16,15,270,1129,531,11,587
1986,Kings County,51,1,0,8,42,402,124,16,262
1986,Kings County,92,2,4,31,55,1532,374,70,1088
1986,Kings County,34,0,3,4,27,624,168,34,422
1986,Kings County,1,0,0,0,1,2,0,0,2
1986,Kings County,0,0,0,0,0,0,0,0,0
1986,Kings County,0,0,0,0,0,20,0,0,20
1986,Kings County,0,0,0,0,0,0,0,0,0
1986,Kings County,0,0,0,0,0,84,0,75,9
1986,Lake County,268,6,7,13,242,1036,462,10,564
1986,Lake County,21,0,2,0,19,208,21,10,177
1986,Lake County,66,1,5,7,53,1095,423,66,606
1986,Lake County,2,0,2,0,0,20,1,0,19
1986,Lake County,0,0,0,0,0,62,0,62,0
1986,Lassen County,87,2,3,1,81,229,108,2,119
1986,Lassen County,97,0,1,0,96,447,108,25,314
1986,Lassen County,0,0,0,0,0,1,0,0,1
1986,Lassen County,0,0,0,0,0,0,0,0,0
1986,Lassen County,1,0,0,0,1,30,0,19,11
1986,Los Angeles County,11499,170,472,3398,7459,35606,13408,6931,15267
1986,Los Angeles County,577,3,23,180,371,3653,1026,608,2019
1986,Los Angeles County,172,1,12,78,81,2021,514,302,1205
1986,Los Angeles County,144,1,7,52,84,451,159,77,215
1986,Los Angeles County,28,0,4,2,22,151,57,20,74
1986,Los Angeles County,271,0,25,84,162,1987,704,236,1047
1986,Los Angeles County,478,11,18,186,263,2555,1569,393,593
1986,Los Angeles County,284,5,6,115,158,1316,629,282,405
1986,Los Angeles County,581,0,41,193,347,2558,780,534,1244
1986,Los Angeles County,584,5,13,174,392,1572,623,240,709
1986,Los Angeles County,11,0,1,3,7,102,59,5,38
1986,Los Angeles County,16,0,0,0,16,81,25,1,55
1986,Los Angeles County,34,0,0,0,34,251,223,5,23
1986,Los Angeles County,2,0,0,0,2,98,88,0,10
1986,Los Angeles County,24,0,0,2,22,223,56,24,143
1986,Los Angeles County,256,2,10,128,116,2265,449,241,1575
1986,Los Angeles County,0,0,0,0,0,19,11,2,6
1986,Los Angeles County,337,4,24,145,164,3710,996,765,1949
1986,Los Angeles County,120,1,9,61,49,1506,476,83,947
1986,Los Angeles County,192,5,7,85,95,1853,364,428,1061
1986,Los Angeles County,3027,61,155,1300,1511,5780,1897,1632,2251
1986,Los Angeles County,395,1,11,105,278,2275,601,261,1413
1986,Los Angeles County,133,4,5,47,77,711,305,140,266
1986,Los Angeles County,324,2,8,247,67,2841,542,459,1840
